"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","°C","°C","","","","","",""
"11/05/2017 16:20'00","43044.6805555556","  19.1000","  18.2000","","","","","","",
"11/05/2017 16:30'00","43044.6875000000","  18.3000","  18.3000","","","","","","",
"11/05/2017 16:40'00","43044.6944444444","  17.1000","  18.2000","","","","","","",
"11/05/2017 16:50'00","43044.7013888889","  16.2000","  18.1000","","","","","","",
"11/05/2017 17:00'00","43044.7083333333","  15.2000","  18.1000","","","","","","",
"11/05/2017 17:10'00","43044.7152777778","  14.4000","  18.1000","","","","","","",
"11/05/2017 17:20'00","43044.7222222222","  13.9000","  18.0000","","","","","","",
"11/05/2017 17:30'00","43044.7291666667","  13.5000","  18.0000","","","","","","",
"11/05/2017 17:40'00","43044.7361111111","  13.3000","  18.0000","","","","","","",
"11/05/2017 17:50'00","43044.7430555556","  12.8000","  17.9000","","","","","","",
"11/05/2017 18:00'00","43044.7500000000","  12.3000","  17.8000","","","","","","",
"11/05/2017 18:10'00","43044.7569444444","  12.0000","  17.8000","","","","","","",
"11/05/2017 18:20'00","43044.7638888889","  12.2000","  17.7000","","","","","","",
"11/05/2017 18:30'00","43044.7708333333","  12.0000","  17.6000","","","","","","",
"11/05/2017 18:40'00","43044.7777777778","  11.9000","  17.6000","","","","","","",
"11/05/2017 18:50'00","43044.7847222222","  11.8000","  17.5000","","","","","","",
"11/05/2017 19:00'00","43044.7916666667","  11.6000","  17.4000","","","","","","",
"11/05/2017 19:10'00","43044.7986111111","  11.3000","  17.4000","","","","","","",
"11/05/2017 19:20'00","43044.8055555556","  11.7000","  17.3000","","","","","","",
"11/05/2017 19:30'00","43044.8125000000","  11.6000","  17.2000","","","","","","",
"11/05/2017 19:40'00","43044.8194444444","  11.2000","  17.2000","","","","","","",
"11/05/2017 19:50'00","43044.8263888889","  11.3000","  17.1000","","","","","","",
"11/05/2017 20:00'00","43044.8333333333","  11.8000","  17.1000","","","","","","",
"11/05/2017 20:10'00","43044.8402777778","  12.0000","  17.0000","","","","","","",
"11/05/2017 20:20'00","43044.8472222222","  12.0000","  17.0000","","","","","","",
"11/05/2017 20:30'00","43044.8541666667","  12.3000","  16.9000","","","","","","",
"11/05/2017 20:40'00","43044.8611111111","  12.0000","  16.9000","","","","","","",
"11/05/2017 20:50'00","43044.8680555556","  12.2000","  16.9000","","","","","","",
"11/05/2017 21:00'00","43044.8750000000","  12.3000","  16.8000","","","","","","",
"11/05/2017 21:10'00","43044.8819444444","  12.4000","  16.8000","","","","","","",
"11/05/2017 21:20'00","43044.8888888889","  12.3000","  16.7000","","","","","","",
"11/05/2017 21:30'00","43044.8958333333","  12.2000","  16.8000","","","","","","",
"11/05/2017 21:40'00","43044.9027777778","  12.2000","  16.7000","","","","","","",
"11/05/2017 21:50'00","43044.9097222222","  12.2000","  16.7000","","","","","","",
"11/05/2017 22:00'00","43044.9166666667","  11.9000","  16.7000","","","","","","",
"11/05/2017 22:10'00","43044.9236111111","  11.7000","  16.6000","","","","","","",
"11/05/2017 22:20'00","43044.9305555556","  11.6000","  16.6000","","","","","","",
"11/05/2017 22:30'00","43044.9375000000","  11.4000","  16.6000","","","","","","",
"11/05/2017 22:40'00","43044.9444444444","  11.1000","  16.5000","","","","","","",
"11/05/2017 22:50'00","43044.9513888889","  11.1000","  16.5000","","","","","","",
"11/05/2017 23:00'00","43044.9583333333","  10.9000","  16.5000","","","","","","",
"11/05/2017 23:10'00","43044.9652777778","  10.6000","  16.4000","","","","","","",
"11/05/2017 23:20'00","43044.9722222222","  10.7000","  16.4000","","","","","","",
"11/05/2017 23:30'00","43044.9791666667","  10.3000","  16.4000","","","","","","",
"11/05/2017 23:40'00","43044.9861111111","  10.1000","  16.3000","","","","","","",
"11/05/2017 23:50'00","43044.9930555556","  10.3000","  16.3000","","","","","","",
"11/06/2017 00:00'00","43045.0000000000","  10.3000","  16.3000","","","","","","",
"11/06/2017 00:10'00","43045.0069444444","  10.3000","  16.2000","","","","","","",
"11/06/2017 00:20'00","43045.0138888889","  10.0000","  16.2000","","","","","","",
"11/06/2017 00:30'00","43045.0208333333","   9.8000","  16.2000","","","","","","",
"11/06/2017 00:40'00","43045.0277777778","   9.8000","  16.1000","","","","","","",
"11/06/2017 00:50'00","43045.0347222222","  10.0000","  16.1000","","","","","","",
"11/06/2017 01:00'00","43045.0416666667","  10.5000","  16.0000","","","","","","",
"11/06/2017 01:10'00","43045.0486111111","  10.5000","  16.0000","","","","","","",
"11/06/2017 01:20'00","43045.0555555556","  10.4000","  16.0000","","","","","","",
"11/06/2017 01:30'00","43045.0625000000","   9.6000","  15.9000","","","","","","",
"11/06/2017 01:40'00","43045.0694444444","   9.5000","  15.9000","","","","","","",
"11/06/2017 01:50'00","43045.0763888889","   9.6000","  15.9000","","","","","","",
"11/06/2017 02:00'00","43045.0833333333","   9.6000","  15.8000","","","","","","",
"11/06/2017 02:10'00","43045.0902777778","   9.7000","  15.8000","","","","","","",
"11/06/2017 02:20'00","43045.0972222222","   9.6000","  15.8000","","","","","","",
"11/06/2017 02:30'00","43045.1041666667","   9.8000","  15.8000","","","","","","",
"11/06/2017 02:40'00","43045.1111111111","   9.8000","  15.7000","","","","","","",
"11/06/2017 02:50'00","43045.1180555556","  10.0000","  15.7000","","","","","","",
"11/06/2017 03:00'00","43045.1250000000","  10.3000","  15.7000","","","","","","",
"11/06/2017 03:10'00","43045.1319444444","  10.7000","  15.7000","","","","","","",
"11/06/2017 03:20'00","43045.1388888889","  11.2000","  15.7000","","","","","","",
"11/06/2017 03:30'00","43045.1458333333","  10.6000","  15.6000","","","","","","",
"11/06/2017 03:40'00","43045.1527777778","  10.3000","  15.6000","","","","","","",
"11/06/2017 03:50'00","43045.1597222222","  10.4000","  15.6000","","","","","","",
"11/06/2017 04:00'00","43045.1666666667","  11.0000","  15.6000","","","","","","",
"11/06/2017 04:10'00","43045.1736111111","  11.3000","  15.5000","","","","","","",
"11/06/2017 04:20'00","43045.1805555556","  11.2000","  15.5000","","","","","","",
"11/06/2017 04:30'00","43045.1875000000","  11.2000","  15.6000","","","","","","",
"11/06/2017 04:40'00","43045.1944444444","  10.7000","  15.6000","","","","","","",
"11/06/2017 04:50'00","43045.2013888889","  10.7000","  15.6000","","","","","","",
"11/06/2017 05:00'00","43045.2083333333","  11.0000","  15.5000","","","","","","",
"11/06/2017 05:10'00","43045.2152777778","  10.7000","  15.5000","","","","","","",
"11/06/2017 05:20'00","43045.2222222222","  11.0000","  15.5000","","","","","","",
"11/06/2017 05:30'00","43045.2291666667","  10.5000","  15.5000","","","","","","",
"11/06/2017 05:40'00","43045.2361111111","  10.1000","  15.4000","","","","","","",
"11/06/2017 05:50'00","43045.2430555556","   9.9000","  15.5000","","","","","","",
"11/06/2017 06:00'00","43045.2500000000","  10.0000","  15.5000","","","","","","",
"11/06/2017 06:10'00","43045.2569444444","  10.4000","  15.4000","","","","","","",
"11/06/2017 06:20'00","43045.2638888889","  10.3000","  15.4000","","","","","","",
"11/06/2017 06:30'00","43045.2708333333","  10.4000","  15.4000","","","","","","",
"11/06/2017 06:40'00","43045.2777777778","  10.5000","  15.4000","","","","","","",
"11/06/2017 06:50'00","43045.2847222222","  10.8000","  15.4000","","","","","","",
"11/06/2017 07:00'00","43045.2916666667","  11.2000","  15.4000","","","","","","",
"11/06/2017 07:10'00","43045.2986111111","  11.5000","  15.3000","","","","","","",
"11/06/2017 07:20'00","43045.3055555556","  12.2000","  15.3000","","","","","","",
"11/06/2017 07:30'00","43045.3125000000","  12.8000","  15.4000","","","","","","",
"11/06/2017 07:40'00","43045.3194444444","  13.8000","  15.3000","","","","","","",
"11/06/2017 07:50'00","43045.3263888889","  14.8000","  15.3000","","","","","","",
"11/06/2017 08:00'00","43045.3333333333","  15.9000","  15.4000","","","","","","",
"11/06/2017 08:10'00","43045.3402777778","  17.2000","  15.4000","","","","","","",
"11/06/2017 08:20'00","43045.3472222222","  18.6000","  15.5000","","","","","","",
"11/06/2017 08:30'00","43045.3541666667","  20.1000","  15.4000","","","","","","",
"11/06/2017 08:40'00","43045.3611111111","  20.4000","  15.5000","","","","","","",
"11/06/2017 08:50'00","43045.3680555556","  20.3000","  15.6000","","","","","","",
"11/06/2017 09:00'00","43045.3750000000","  20.7000","  15.7000","","","","","","",
"11/06/2017 09:10'00","43045.3819444444","  21.9000","  15.8000","","","","","","",
"11/06/2017 09:20'00","43045.3888888889","  22.9000","  15.9000","","","","","","",
"11/06/2017 09:30'00","43045.3958333333","  23.9000","  15.9000","","","","","","",
"11/06/2017 09:40'00","43045.4027777778","  24.3000","  16.0000","","","","","","",
"11/06/2017 09:50'00","43045.4097222222","  25.4000","  16.1000","","","","","","",
"11/06/2017 10:00'00","43045.4166666667","  27.3000","  16.2000","","","","","","",
"11/06/2017 10:10'00","43045.4236111111","  26.8000","  16.3000","","","","","","",
"11/06/2017 10:20'00","43045.4305555556","  26.3000","  16.4000","","","","","","",
"11/06/2017 10:30'00","43045.4375000000","  26.6000","  16.5000","","","","","","",
"11/06/2017 10:40'00","43045.4444444444","  26.2000","  16.6000","","","","","","",
"11/06/2017 10:50'00","43045.4513888889","  26.7000","  16.7000","","","","","","",
"11/06/2017 11:00'00","43045.4583333333","  26.0000","  16.8000","","","","","","",
"11/06/2017 11:10'00","43045.4652777778","  26.4000","  16.9000","","","","","","",
"11/06/2017 11:20'00","43045.4722222222","  28.0000","  17.1000","","","","","","",
"11/06/2017 11:30'00","43045.4791666667","  28.2000","  17.2000","","","","","","",
"11/06/2017 11:40'00","43045.4861111111","  29.2000","  17.3000","","","","","","",
"11/06/2017 11:50'00","43045.4930555556","  28.8000","  17.4000","","","","","","",
"11/06/2017 12:00'00","43045.5000000000","  29.7000","  17.5000","","","","","","",
"11/06/2017 12:10'00","43045.5069444444","  28.9000","  17.6000","","","","","","",
"11/06/2017 12:20'00","43045.5138888889","  29.3000","  17.8000","","","","","","",
"11/06/2017 12:30'00","43045.5208333333","  28.7000","  17.9000","","","","","","",
"11/06/2017 12:40'00","43045.5277777778","  29.0000","  18.0000","","","","","","",
"11/06/2017 12:50'00","43045.5347222222","  29.6000","  18.1000","","","","","","",
"11/06/2017 13:00'00","43045.5416666667","  29.2000","  18.2000","","","","","","",
"11/06/2017 13:10'00","43045.5486111111","  29.9000","  18.3000","","","","","","",
"11/06/2017 13:20'00","43045.5555555556","  29.6000","  18.4000","","","","","","",
"11/06/2017 13:30'00","43045.5625000000","  29.1000","  18.5000","","","","","","",
"11/06/2017 13:40'00","43045.5694444444","  28.6000","  18.6000","","","","","","",
"11/06/2017 13:50'00","43045.5763888889","  28.7000","  18.8000","","","","","","",
"11/06/2017 14:00'00","43045.5833333333","  28.5000","  18.8000","","","","","","",
"11/06/2017 14:10'00","43045.5902777778","  27.4000","  18.9000","","","","","","",
"11/06/2017 14:20'00","43045.5972222222","  27.0000","  19.0000","","","","","","",
"11/06/2017 14:30'00","43045.6041666667","  26.2000","  19.0000","","","","","","",
"11/06/2017 14:40'00","43045.6111111111","  25.7000","  19.1000","","","","","","",
"11/06/2017 14:50'00","43045.6180555556","  25.4000","  19.1000","","","","","","",
"11/06/2017 15:00'00","43045.6250000000","  25.6000","  19.2000","","","","","","",
"11/06/2017 15:10'00","43045.6319444444","  24.4000","  19.2000","","","","","","",
"11/06/2017 15:20'00","43045.6388888889","  22.9000","  19.2000","","","","","","",
"11/06/2017 15:30'00","43045.6458333333","  22.1000","  19.3000","","","","","","",
"11/06/2017 15:40'00","43045.6527777778","  21.5000","  19.3000","","","","","","",
"11/06/2017 15:50'00","43045.6597222222","  20.7000","  19.3000","","","","","","",
"11/06/2017 16:00'00","43045.6666666667","  19.9000","  19.3000","","","","","","",
"11/06/2017 16:10'00","43045.6736111111","  19.3000","  19.2000","","","","","","",
"11/06/2017 16:20'00","43045.6805555556","  18.6000","  19.2000","","","","","","",
"11/06/2017 16:30'00","43045.6875000000","  18.0000","  19.2000","","","","","","",
"11/06/2017 16:40'00","43045.6944444444","  17.3000","  19.1000","","","","","","",
"11/06/2017 16:50'00","43045.7013888889","  16.7000","  19.2000","","","","","","",
"11/06/2017 17:00'00","43045.7083333333","  16.2000","  19.1000","","","","","","",
"11/06/2017 17:10'00","43045.7152777778","  15.5000","  19.0000","","","","","","",
"11/06/2017 17:20'00","43045.7222222222","  15.7000","  18.9000","","","","","","",
"11/06/2017 17:30'00","43045.7291666667","  15.6000","  18.8000","","","","","","",
"11/06/2017 17:40'00","43045.7361111111","  15.1000","  18.8000","","","","","","",
"11/06/2017 17:50'00","43045.7430555556","  14.8000","  18.8000","","","","","","",
"11/06/2017 18:00'00","43045.7500000000","  14.7000","  18.7000","","","","","","",
"11/06/2017 18:10'00","43045.7569444444","  14.5000","  18.6000","","","","","","",
"11/06/2017 18:20'00","43045.7638888889","  14.4000","  18.6000","","","","","","",
"11/06/2017 18:30'00","43045.7708333333","  14.6000","  18.5000","","","","","","",
"11/06/2017 18:40'00","43045.7777777778","  14.5000","  18.4000","","","","","","",
"11/06/2017 18:50'00","43045.7847222222","  14.4000","  18.3000","","","","","","",
"11/06/2017 19:00'00","43045.7916666667","  14.2000","  18.3000","","","","","","",
"11/06/2017 19:10'00","43045.7986111111","  14.0000","  18.2000","","","","","","",
"11/06/2017 19:20'00","43045.8055555556","  14.0000","  18.2000","","","","","","",
"11/06/2017 19:30'00","43045.8125000000","  14.0000","  18.2000","","","","","","",
"11/06/2017 19:40'00","43045.8194444444","  13.8000","  18.1000","","","","","","",
"11/06/2017 19:50'00","43045.8263888889","  13.2000","  18.1000","","","","","","",
"11/06/2017 20:00'00","43045.8333333333","  13.0000","  18.0000","","","","","","",
"11/06/2017 20:10'00","43045.8402777778","  13.5000","  18.0000","","","","","","",
"11/06/2017 20:20'00","43045.8472222222","  13.5000","  17.9000","","","","","","",
"11/06/2017 20:30'00","43045.8541666667","  13.2000","  17.9000","","","","","","",
"11/06/2017 20:40'00","43045.8611111111","  13.2000","  17.8000","","","","","","",
"11/06/2017 20:50'00","43045.8680555556","  12.9000","  17.8000","","","","","","",
"11/06/2017 21:00'00","43045.8750000000","  12.9000","  17.7000","","","","","","",
"11/06/2017 21:10'00","43045.8819444444","  12.8000","  17.7000","","","","","","",
"11/06/2017 21:20'00","43045.8888888889","  12.8000","  17.6000","","","","","","",
"11/06/2017 21:30'00","43045.8958333333","  13.2000","  17.6000","","","","","","",
"11/06/2017 21:40'00","43045.9027777778","  13.4000","  17.5000","","","","","","",
"11/06/2017 21:50'00","43045.9097222222","  13.3000","  17.5000","","","","","","",
"11/06/2017 22:00'00","43045.9166666667","  13.1000","  17.5000","","","","","","",
"11/06/2017 22:10'00","43045.9236111111","  13.0000","  17.4000","","","","","","",
"11/06/2017 22:20'00","43045.9305555556","  13.0000","  17.4000","","","","","","",
"11/06/2017 22:30'00","43045.9375000000","  13.1000","  17.4000","","","","","","",
"11/06/2017 22:40'00","43045.9444444444","  13.0000","  17.3000","","","","","","",
"11/06/2017 22:50'00","43045.9513888889","  12.9000","  17.3000","","","","","","",
"11/06/2017 23:00'00","43045.9583333333","  12.9000","  17.3000","","","","","","",
"11/06/2017 23:10'00","43045.9652777778","  12.6000","  17.2000","","","","","","",
"11/06/2017 23:20'00","43045.9722222222","  12.6000","  17.2000","","","","","","",
"11/06/2017 23:30'00","43045.9791666667","  12.5000","  17.2000","","","","","","",
"11/06/2017 23:40'00","43045.9861111111","  12.3000","  17.1000","","","","","","",
"11/06/2017 23:50'00","43045.9930555556","  12.2000","  17.1000","","","","","","",
"11/07/2017 00:00'00","43046.0000000000","  12.1000","  17.1000","","","","","","",
"11/07/2017 00:10'00","43046.0069444444","  12.1000","  17.0000","","","","","","",
"11/07/2017 00:20'00","43046.0138888889","  12.1000","  17.0000","","","","","","",
"11/07/2017 00:30'00","43046.0208333333","  12.0000","  17.0000","","","","","","",
"11/07/2017 00:40'00","43046.0277777778","  12.0000","  16.9000","","","","","","",
"11/07/2017 00:50'00","43046.0347222222","  12.0000","  16.9000","","","","","","",
"11/07/2017 01:00'00","43046.0416666667","  11.9000","  16.9000","","","","","","",
"11/07/2017 01:10'00","43046.0486111111","  11.9000","  16.8000","","","","","","",
"11/07/2017 01:20'00","43046.0555555556","  11.9000","  16.8000","","","","","","",
"11/07/2017 01:30'00","43046.0625000000","  12.1000","  16.8000","","","","","","",
"11/07/2017 01:40'00","43046.0694444444","  12.4000","  16.7000","","","","","","",
"11/07/2017 01:50'00","43046.0763888889","  12.5000","  16.7000","","","","","","",
"11/07/2017 02:00'00","43046.0833333333","  12.6000","  16.7000","","","","","","",
"11/07/2017 02:10'00","43046.0902777778","  12.7000","  16.6000","","","","","","",
"11/07/2017 02:20'00","43046.0972222222","  12.7000","  16.6000","","","","","","",
"11/07/2017 02:30'00","43046.1041666667","  12.5000","  16.6000","","","","","","",
"11/07/2017 02:40'00","43046.1111111111","  12.3000","  16.6000","","","","","","",
"11/07/2017 02:50'00","43046.1180555556","  12.1000","  16.6000","","","","","","",
"11/07/2017 03:00'00","43046.1250000000","  12.0000","  16.6000","","","","","","",
"11/07/2017 03:10'00","43046.1319444444","  12.0000","  16.6000","","","","","","",
"11/07/2017 03:20'00","43046.1388888889","  12.1000","  16.5000","","","","","","",
"11/07/2017 03:30'00","43046.1458333333","  12.1000","  16.5000","","","","","","",
"11/07/2017 03:40'00","43046.1527777778","  12.2000","  16.5000","","","","","","",
"11/07/2017 03:50'00","43046.1597222222","  12.3000","  16.5000","","","","","","",
"11/07/2017 04:00'00","43046.1666666667","  12.2000","  16.4000","","","","","","",
"11/07/2017 04:10'00","43046.1736111111","  12.2000","  16.4000","","","","","","",
"11/07/2017 04:20'00","43046.1805555556","  12.3000","  16.4000","","","","","","",
"11/07/2017 04:30'00","43046.1875000000","  12.2000","  16.4000","","","","","","",
"11/07/2017 04:40'00","43046.1944444444","  12.2000","  16.4000","","","","","","",
"11/07/2017 04:50'00","43046.2013888889","  12.3000","  16.3000","","","","","","",
"11/07/2017 05:00'00","43046.2083333333","  12.7000","  16.3000","","","","","","",
"11/07/2017 05:10'00","43046.2152777778","  12.9000","  16.3000","","","","","","",
"11/07/2017 05:20'00","43046.2222222222","  13.1000","  16.3000","","","","","","",
"11/07/2017 05:30'00","43046.2291666667","  13.0000","  16.3000","","","","","","",
"11/07/2017 05:40'00","43046.2361111111","  13.0000","  16.3000","","","","","","",
"11/07/2017 05:50'00","43046.2430555556","  12.8000","  16.3000","","","","","","",
"11/07/2017 06:00'00","43046.2500000000","  12.9000","  16.3000","","","","","","",
"11/07/2017 06:10'00","43046.2569444444","  13.1000","  16.3000","","","","","","",
"11/07/2017 06:20'00","43046.2638888889","  13.0000","  16.2000","","","","","","",
"11/07/2017 06:30'00","43046.2708333333","  13.0000","  16.3000","","","","","","",
"11/07/2017 06:40'00","43046.2777777778","  13.3000","  16.2000","","","","","","",
"11/07/2017 06:50'00","43046.2847222222","  13.4000","  16.2000","","","","","","",
"11/07/2017 07:00'00","43046.2916666667","  13.8000","  16.2000","","","","","","",
"11/07/2017 07:10'00","43046.2986111111","  14.2000","  16.2000","","","","","","",
"11/07/2017 07:20'00","43046.3055555556","  14.7000","  16.2000","","","","","","",
"11/07/2017 07:30'00","43046.3125000000","  15.1000","  16.2000","","","","","","",
"11/07/2017 07:40'00","43046.3194444444","  15.5000","  16.2000","","","","","","",
"11/07/2017 07:50'00","43046.3263888889","  16.5000","  16.3000","","","","","","",
"11/07/2017 08:00'00","43046.3333333333","  17.2000","  16.3000","","","","","","",
"11/07/2017 08:10'00","43046.3402777778","  17.8000","  16.3000","","","","","","",
"11/07/2017 08:20'00","43046.3472222222","  18.0000","  16.3000","","","","","","",
"11/07/2017 08:30'00","43046.3541666667","  18.3000","  16.4000","","","","","","",
"11/07/2017 08:40'00","43046.3611111111","  20.7000","  16.4000","","","","","","",
"11/07/2017 08:50'00","43046.3680555556","  21.6000","  16.4000","","","","","","",
"11/07/2017 09:00'00","43046.3750000000","  21.7000","  16.5000","","","","","","",
"11/07/2017 09:10'00","43046.3819444444","  22.6000","  16.5000","","","","","","",
"11/07/2017 09:20'00","43046.3888888889","  20.4000","  16.6000","","","","","","",
"11/07/2017 09:30'00","43046.3958333333","  20.4000","  16.7000","","","","","","",
"11/07/2017 09:40'00","43046.4027777778","  21.3000","  16.7000","","","","","","",
"11/07/2017 09:50'00","43046.4097222222","  21.3000","  16.8000","","","","","","",
"11/07/2017 10:00'00","43046.4166666667","  25.3000","  16.8000","","","","","","",
"11/07/2017 10:10'00","43046.4236111111","  25.6000","  16.9000","","","","","","",
"11/07/2017 10:20'00","43046.4305555556","  25.3000","  17.0000","","","","","","",
"11/07/2017 10:30'00","43046.4375000000","  26.6000","  17.1000","","","","","","",
"11/07/2017 10:40'00","43046.4444444444","  27.4000","  17.1000","","","","","","",
"11/07/2017 10:50'00","43046.4513888889","  27.7000","  17.3000","","","","","","",
"11/07/2017 11:00'00","43046.4583333333","  27.4000","  17.4000","","","","","","",
"11/07/2017 11:10'00","43046.4652777778","  28.0000","  17.5000","","","","","","",
"11/07/2017 11:20'00","43046.4722222222","  28.9000","  17.6000","","","","","","",
"11/07/2017 11:30'00","43046.4791666667","  28.4000","  17.7000","","","","","","",
"11/07/2017 11:40'00","43046.4861111111","  28.7000","  17.8000","","","","","","",
"11/07/2017 11:50'00","43046.4930555556","  28.8000","  17.9000","","","","","","",
"11/07/2017 12:00'00","43046.5000000000","  27.0000","  18.0000","","","","","","",
"11/07/2017 12:10'00","43046.5069444444","  29.2000","  18.1000","","","","","","",
"11/07/2017 12:20'00","43046.5138888889","  29.4000","  18.2000","","","","","","",
"11/07/2017 12:30'00","43046.5208333333","  30.0000","  18.3000","","","","","","",
"11/07/2017 12:40'00","43046.5277777778","  30.5000","  18.4000","","","","","","",
"11/07/2017 12:50'00","43046.5347222222","  29.2000","  18.6000","","","","","","",
"11/07/2017 13:00'00","43046.5416666667","  28.9000","  18.7000","","","","","","",
"11/07/2017 13:10'00","43046.5486111111","  29.8000","  18.8000","","","","","","",
"11/07/2017 13:20'00","43046.5555555556","  31.2000","  18.9000","","","","","","",
"11/07/2017 13:30'00","43046.5625000000","  28.5000","  19.0000","","","","","","",
"11/07/2017 13:40'00","43046.5694444444","  29.3000","  19.1000","","","","","","",
"11/07/2017 13:50'00","43046.5763888889","  28.4000","  19.2000","","","","","","",
"11/07/2017 14:00'00","43046.5833333333","  26.2000","  19.3000","","","","","","",
"11/07/2017 14:10'00","43046.5902777778","  27.5000","  19.4000","","","","","","",
"11/07/2017 14:20'00","43046.5972222222","  26.1000","  19.4000","","","","","","",
"11/07/2017 14:30'00","43046.6041666667","  27.0000","  19.4000","","","","","","",
"11/07/2017 14:40'00","43046.6111111111","  25.8000","  19.5000","","","","","","",
"11/07/2017 14:50'00","43046.6180555556","  24.4000","  19.6000","","","","","","",
"11/07/2017 15:00'00","43046.6250000000","  24.1000","  19.6000","","","","","","",
"11/07/2017 15:10'00","43046.6319444444","  24.4000","  19.6000","","","","","","",
"11/07/2017 15:20'00","43046.6388888889","  24.0000","  19.6000","","","","","","",
"11/07/2017 15:30'00","43046.6458333333","  23.8000","  19.6000","","","","","","",
"11/07/2017 15:40'00","43046.6527777778","  22.7000","  19.6000","","","","","","",
"11/07/2017 15:50'00","43046.6597222222","  22.6000","  19.7000","","","","","","",
"11/07/2017 16:00'00","43046.6666666667","  22.0000","  19.6000","","","","","","",
"11/07/2017 16:10'00","43046.6736111111","  21.6000","  19.7000","","","","","","",
"11/07/2017 16:20'00","43046.6805555556","  21.0000","  19.6000","","","","","","",
"11/07/2017 16:30'00","43046.6875000000","  20.4000","  19.7000","","","","","","",
"11/07/2017 16:40'00","43046.6944444444","  20.0000","  19.6000","","","","","","",
"11/07/2017 16:50'00","43046.7013888889","  19.6000","  19.6000","","","","","","",
"11/07/2017 17:00'00","43046.7083333333","  19.1000","  19.5000","","","","","","",
"11/07/2017 17:10'00","43046.7152777778","  18.8000","  19.5000","","","","","","",
"11/07/2017 17:20'00","43046.7222222222","  18.6000","  19.5000","","","","","","",
"11/07/2017 17:30'00","43046.7291666667","  18.2000","  19.5000","","","","","","",
"11/07/2017 17:40'00","43046.7361111111","  18.0000","  19.4000","","","","","","",
"11/07/2017 17:50'00","43046.7430555556","  17.7000","  19.4000","","","","","","",
"11/07/2017 18:00'00","43046.7500000000","  17.6000","  19.4000","","","","","","",
"11/07/2017 18:10'00","43046.7569444444","  17.6000","  19.3000","","","","","","",
"11/07/2017 18:20'00","43046.7638888889","  17.4000","  19.3000","","","","","","",
"11/07/2017 18:30'00","43046.7708333333","  17.2000","  19.3000","","","","","","",
"11/07/2017 18:40'00","43046.7777777778","  17.1000","  19.2000","","","","","","",
"11/07/2017 18:50'00","43046.7847222222","  17.2000","  19.2000","","","","","","",
"11/07/2017 19:00'00","43046.7916666667","  17.2000","  19.2000","","","","","","",
"11/07/2017 19:10'00","43046.7986111111","  17.4000","  19.1000","","","","","","",
"11/07/2017 19:20'00","43046.8055555556","  17.3000","  19.1000","","","","","","",
"11/07/2017 19:30'00","43046.8125000000","  17.2000","  19.1000","","","","","","",
"11/07/2017 19:40'00","43046.8194444444","  17.2000","  19.1000","","","","","","",
"11/07/2017 19:50'00","43046.8263888889","  17.1000","  19.0000","","","","","","",
"11/07/2017 20:00'00","43046.8333333333","  16.9000","  19.0000","","","","","","",
"11/07/2017 20:10'00","43046.8402777778","  16.6000","  19.0000","","","","","","",
"11/07/2017 20:20'00","43046.8472222222","  16.6000","  18.9000","","","","","","",
"11/07/2017 20:30'00","43046.8541666667","  16.8000","  18.9000","","","","","","",
"11/07/2017 20:40'00","43046.8611111111","  17.0000","  18.9000","","","","","","",
"11/07/2017 20:50'00","43046.8680555556","  17.0000","  18.8000","","","","","","",
"11/07/2017 21:00'00","43046.8750000000","  17.0000","  18.8000","","","","","","",
"11/07/2017 21:10'00","43046.8819444444","  17.1000","  18.8000","","","","","","",
"11/07/2017 21:20'00","43046.8888888889","  17.1000","  18.8000","","","","","","",
"11/07/2017 21:30'00","43046.8958333333","  16.9000","  18.8000","","","","","","",
"11/07/2017 21:40'00","43046.9027777778","  16.8000","  18.8000","","","","","","",
"11/07/2017 21:50'00","43046.9097222222","  16.7000","  18.8000","","","","","","",
"11/07/2017 22:00'00","43046.9166666667","  16.7000","  18.7000","","","","","","",
"11/07/2017 22:10'00","43046.9236111111","  16.6000","  18.7000","","","","","","",
"11/07/2017 22:20'00","43046.9305555556","  16.7000","  18.7000","","","","","","",
"11/07/2017 22:30'00","43046.9375000000","  16.8000","  18.7000","","","","","","",
"11/07/2017 22:40'00","43046.9444444444","  17.0000","  18.7000","","","","","","",
"11/07/2017 22:50'00","43046.9513888889","  17.0000","  18.7000","","","","","","",
"11/07/2017 23:00'00","43046.9583333333","  17.0000","  18.6000","","","","","","",
"11/07/2017 23:10'00","43046.9652777778","  16.8000","  18.6000","","","","","","",
"11/07/2017 23:20'00","43046.9722222222","  16.7000","  18.6000","","","","","","",
"11/07/2017 23:30'00","43046.9791666667","  16.8000","  18.6000","","","","","","",
"11/07/2017 23:40'00","43046.9861111111","  16.6000","  18.6000","","","","","","",
"11/07/2017 23:50'00","43046.9930555556","  16.5000","  18.5000","","","","","","",
"11/08/2017 00:00'00","43047.0000000000","  16.4000","  18.6000","","","","","","",
"11/08/2017 00:10'00","43047.0069444444","  16.4000","  18.6000","","","","","","",
"11/08/2017 00:20'00","43047.0138888889","  16.4000","  18.5000","","","","","","",
"11/08/2017 00:30'00","43047.0208333333","  16.4000","  18.5000","","","","","","",
"11/08/2017 00:40'00","43047.0277777778","  16.5000","  18.4000","","","","","","",
